Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59958E+15,1,0.02441,0.06104,-0.99417
1.59958E+15,2,-0.06104,-0.4883,-0.24415
1.59958E+15,1,0.021,0.06006,-0.99124
1.59958E+15,2,-0.24415,-0.73244,-0.24415
1.59958E+15,1,0.02295,0.06006,-0.99271
1.59958E+15,2,-0.06104,-0.4883,-0.24415
1.59958E+15,1,0.02002,0.06006,-0.99075
1.59958E+15,2,-0.12207,-0.54933,-0.24415
1.59958E+15,1,0.02051,0.06104,-0.99124
1.59958E+15,2,-0.06104,-0.4883,-0.24415
1.59958E+15,1,0.021,0.06153,-0.99075
1.59958E+15,2,-0.18311,-0.54933,-0.30519
1.59958E+15,1,0.02002,0.06055,-0.9888
1.59958E+15,2,-0.06104,-0.36622,-0.18311
1.59958E+15,1,0.021,0.06153,-0.99271
1.59958E+15,2,0.06104,0,-0.12207
1.59958E+15,1,0.021,0.06055,-0.99124
1.59958E+15,2,-0.12207,-0.24415,-0.24415
1.59958E+15,1,0.02344,0.06201,-0.99271
1.59958E+15,2,0,-0.12207,-0.12207
1.59958E+15,1,0.02295,0.06153,-0.99417
1.59958E+15,2,-0.18311,-0.4883,-0.30519
1.59958E+15,1,0.02344,0.06104,-0.99417
1.59958E+15,2,0,-0.36622,-0.18311
1.59958E+15,1,0.02393,0.06104,-0.99319
1.59958E+15,2,0.06104,-0.36622,-0.24415
1.59958E+15,1,0.02295,0.06201,-0.99222
1.59958E+15,2,0.12207,-0.24415,-0.18311
1.59958E+15,1,0.02051,0.06104,-0.99319
1.59958E+15,2,0,-0.4883,-0.24415
1.59958E+15,1,0.021,0.06153,-0.99173
1.59958E+15,2,-0.12207,-0.67141,-0.30519
1.59958E+15,1,0.021,0.06201,-0.99124
1.59958E+15,2,0.12207,-0.30519,-0.18311
1.59958E+15,1,0.02002,0.06055,-0.98929
1.59958E+15,2,0.06104,-0.30519,-0.24415
1.59958E+15,1,0.01953,0.06201,-0.98929
1.59958E+15,2,0.06104,-0.36622,-0.24415
1.59958E+15,1,0.01904,0.06153,-0.98929
1.59958E+15,2,0,-0.42726,-0.24415
1.59958E+15,1,0.021,0.06104,-0.99124
1.59958E+15,2,0,-0.42726,-0.24415
1.59958E+15,1,0.02295,0.0625,-0.99319
1.59958E+15,2,0.12207,-0.18311,-0.18311
1.59958E+15,1,0.02344,0.06104,-0.99319
